,Tiktoker name,Tiktok name,Subscribers,Views avg.,Likes avg.,Comments avg.,Shares avg.
943,cowboyjess,cowboyjess,320000.0,1600000.0,315900.0,719.0,509.0
944,busheadoph,Busheado,14300000.0,3200000.0,209900.0,709.0,215.0
945,ryansunandar,Ujang SGN💰,4800000.0,873200.0,85700.0,5400.0,2900.0
946,nathaliavalente,Nathalia,13600000.0,2300000.0,242900.0,731.0,375.0
947,mohaimen.alaa,مهيمن علاء,4099999.9999999995,1200000.0,171200.0,1900.0,1200.0
948,itsmenicksmithy2,Nick Smithyman 😎,12600000.0,1700000.0,208600.0,982.0,806.0
949,noeldeyzel_bodybuilder,Noel Deyzel🇿🇦,5300000.0,1400000.0,228200.0,1000.0,885.0
950,_liltam,tamz,497300.0,2200000.0,281600.0,370.0,623.0
951,mak.beh,BEH,861000.0,2600000.0,233200.0,676.0,336.0
952,rajaabelmir,Belmir Rajaa,1100000.0,1400000.0,133800.0,1100.0,2300.0
953,ditanganu,DitaKerang🌊,7700000.0,2400000.0,211400.0,846.0,363.0
954,kinosgina,KINOSGINA,1700000.0,1600000.0,87500.0,2800.0,1800.0
955,texasbushman,Texas BUSHMAN,2100000.0,1200000.0,197000.0,611.0,2000.0
956,notorious_foodie,Notorious Foodie,1500000.0,1700000.0,177700.0,528.0,1500.0
957,10july__,𝑺𝒂𝒅𝒔𝒂𝒔𝒔𝒔 ❤️‍🔥,1100000.0,1000000.0,123100.0,672.0,4300.0
958,lamminhduc2404,🦋AĐ🦋,130199.99999999999,2300000.0,88600.0,2300.0,686.0
959,papavince.davao,PapaVinceDavao,599900.0,899600.0,116100.0,2800.0,3000.0
960,namyulenka,Namy,6900000.0,1500000.0,229900.0,1200.0,654.0
961,bankrolldyl,BankrollDyl💸,5000000.0,1100000.0,226900.0,1200.0,1200.0
962,interesting.thingsz,News For You 🌍,4099999.9999999995,2400000.0,186000.0,991.0,357.0
963,psg,psg,30100000.0,1700000.0,177600.0,1400.0,576.0
964,elo_os,Eloisa Os,2400000.0,1600000.0,276900.0,716.0,637.0
965,zenitfc,FC Zenit,4000000.0,1900000.0,221500.0,1000.0,378.0
966,lauralove5514,LauraLove,7600000.0,1500000.0,230200.0,1100.0,705.0
967,rbplaying,RB playing,4900000.0,1400000.0,100200.0,675.0,3600.0
968,manutd,Manchester United,17100000.0,1600000.0,188700.0,1500.0,519.0
969,amika0429.14,あみか🦄✨@フォーエイト,1200000.0,1300000.0,96800.0,3200.0,1500.0
970,chikn.nuggit,Chikn Nuggit,4700000.0,948500.0,146900.0,3200.0,1100.0
971,aidanmrz,Aidan Mirza,1100000.0,2500000.0,157800.0,991.0,512.0
972,shehabeldin100,Shehabeldin,6900000.0,1400000.0,141000.0,1600.0,1400.0
973,mrchiquitolina,Nicolino,269200.0,805200.0,163600.0,487.0,4000.0
974,nacha_acashore,Michelson,1200000.0,2200000.0,231300.0,434.0,743.0
975,melanypalacioss,Melany🥀,5200000.0,1600000.0,352500.0,909.0,137.0
976,fortcraft354,Fortcraft354,189200.0,1400000.0,156800.0,2600.0,70.0
977,davidspade,DavidSpade,4500000.0,1100000.0,158600.0,1500.0,1800.0
978,monika.kociolek,Monika Kociołek,2800000.0,1100000.0,170400.0,2500.0,614.0
979,yayisrenteria,Yayis Renteria,339900.0,1900000.0,133600.0,382.0,1900.0
980,fabirommel,Fabi Rommel,409700.0,1000000.0,105800.0,573.0,4900.0
981,juanito_pochi,JUANITO🔥🚶,827200.0,2100000.0,191300.0,671.0,781.0
982,brandonspam_,Brandon Conner,8500000.0,1500000.0,236500.0,1400.0,220.0
983,macy.blackwell,macy.blackwell,1200000.0,1100000.0,104400.0,382.0,4700.0
984,calebrownn,Cale Brown,5500000.0,834600.0,148200.0,1900.0,2800.0
985,brendadialoy,Brenda Dialoy,371900.0,1200000.0,187500.0,626.0,2000.0
986,jujufitcats,Juju Fitcats,4300000.0,2200000.0,280800.0,380.0,558.0
987,xoteam,XO Team,37800000.0,2500000.0,180200.0,859.0,450.0
988,jass_mcg,jass_mcg,52200.0,503800.0,116000.0,8100.0,1800.0
